,DATE,REVIEW,star
929,2020-11-13,최악의 운영과 현질 유도 게임,1
930,2020-11-17,뭔 게임을하면서 몆천 몇억 많게는 몇십억씩쓰냐 자기돈 자기가 쓰는거지만 이건 아닌것같어. 이게임은 그냥 안하는게 답이다.,1
931,2020-11-17,질문입니다 변신 희귀등급 합성을해서 영웅 커츠를 뽑았는데 왜 등록이 안되는거죠??? 재부팅해도 변신쪽에 없는걸로나왔는데요... 실패면 희귀라도 남아있어야하는데 그것도 없네요... 시급히 확인부탁드립니다!!,5
932,2021-3-5,절대 이게임 돈들일거면 하지마세요. 완전비추천게임입니다. 유저말 무시하고 현질로만 유혹하는 그런게임입니다. 절대 하지말아야할게임. 시간이 지나면 이게임 왜했는지 후회합니다,1
933,2021-3-6,잘만들긴했지만 부족한 오토 시스템 과도한 과금유도가 단명하게된 핵심요인. 직장인 학생 등을 고려한 오토시스템의 보완과 적절한 과금유도를 했다면 장기 흥행했을듯,5
934,2020-12-18,원작이 명불허전이었다면 완벽한 보완으로 원작에 이름을 뛰어넘은 명작. 급변하는 생태계 변화와 맞물리며 탄생한 시대의 대작. 때론 심플한 것이 가장 아름답다라는 걸 재증명한 걸작. 돌이켜보면 모든 것이 다 시의적절하다 남들이 다 욕하는 그것마져도 시대를 읽은 탁월한 직관이었다 생에 한켠을 조용히 차지하고 영원히 함께갈 수 있을것만 같은 게임,5
935,2020-12-18,내가 하지만 이건 개돼지게임임. 회사가 유저 생각한다는걸 1도 느낄수없는 게임. 한 시간이 아까워서 계속하지만 정은 들지 않는 게임. 이걸 대체할만한게 없어서 계속 한다는게 정말 하면서도 너무 싫은 게임,5
936,2020-12-9,"느닷없는 120,000원 을 5번에 나누어 결제 되었습니다. 제 구글 계정에도 구매내역도 없습니다. 제3자가 저의 개인정보를 사용한것입니다. 만약 환불 해주지 않을 경우 해킹으로 신고할 예정입니다. 좀전에 경찰서 방문 하여 수사관과 상담하고 오는 길 입니다. 형식적인 답변 말고 제대로된 답변좀 해주시길 눈뜨고 120,000원 이라는 금액이 손 쓸 틈도 없이 누군가 결제 후 이미 사용 해버린 뒤 겠지만 찾아서 환불해주시죠 답답하고 짜증날 지경입니다. 올해 들고 나서 풀리는 일 하나도 없었는데 년말 다되어 가는 와중에 더 뭐같은 상황만...
전체 리뷰",1
937,2020-11-11,흠 한마디로 이건 pc게임보다 더 재미없음 린2m보다 좋다고 하는분들도 이해가 안됨 두달가까이 아이템 구경도 못 해보네요ㅋㅋ 그리고 매주 캐시템사라고하고 돈없는 거지는 완전 사치게임입니다~~ 혹이게임 하실꺼면 암 생긴다는거 참고하시고 진행하세요,1
938,2020-11-12,한번씩 해보세요,5
939,2021-1-24,운영자님 2시간째 업데이트만 하고있음.도대체 왜 이런건지,5
940,2021-1-26,"기존에 사용했던 핸드폰번호/기기가 변경되어 인증을 할수가없습니다. 그래서 지금 제케릭 계정을 아예 접근조차할수 없는 상황이구요. 본인인증이 필요한 상태인데 혹시나 기기등록삭제를하면 케릭이 되진않을가하고 기기등록도 삭제한 상태입니다. 어떻게해야 제 계정을 찾을수있는거죠? 엔시소프트고객센터에 문의요청을 드렸지만 돌아오는답변은 통신사이용계약등록사용증명서 요금납부서류가 필요하다네요ㅋㅋㅋㅋㅋ 통신사측에 연락을하여 확인을 해봤지만 2년전이라 기록이 없는걸로 나오네요? 엔시소프트고객센터에서는 회사지침이 그 두방법 밖에 없다고하네요? 그럼 전 계...
전체 리뷰",1
941,2020-11-24,통제에 무과금은 절대할수없고 막피는새벽에도 돌아다니고 일도안하는색히들 천지인듯 게 쓰레기겜 린지는 초심을 잃지말아야 하는데 택지니 돈쳐벌더니 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아재용 꼴날듯 원스타도 아깝다,1
942,2020-11-24,엔씨형들 이글 꼭봐라. 내 계정 조회해보면 전설 몇번 도전했는지 알거다. 난 너무 많아서 기억도안나. 호구짓 할만치했다. 오늘 밤에 올해 마지막으로 도전 막차탄다. 형같은 호구가 이정도했으면 하나 넣어놔라.,5
943,2020-11-24,접속이 안되네요 전 구글계정으로 접속 하는 질리언 01섭 유저입니다 다름이 아니라 2018 10 24 am 4시 30분부터 접속이 안되는데 임시점검은 25일이라고 알고있습니다. 제가 잘못 알고 있다면 정말 사죄드리고 버그라면 수정 부탁드립니다,1
944,2020-11-25,리니지m은 새로운 캐릭터 나올때마다 계속 하고있는 유저중 한명입니다!!~ 기존이있던 캐릭터들도 다양해서 재밌게 하고있었는데 역시 플레잉이나 조작법도 간편하고 새로나온 캐릭터 꿀잼이예요!!,5
945,2020-12-12,변신 좋은거 하나만 주세요~,5
946,2020-12-12,"20년전부터pc방첨생길때리지니겜했던 해왔던 저는 옛추억에 젖었습니다 리니지1~2게임을 핸드폰으로 할수있는 시대가오다니 nc에 발전에 대단함을느낍니다. 1997년pc방알바로 리니지게임에 빠졌던 그시절이 현모임때가생각나는군요~~계속해서캐릭아이디가바뀌고 발전하면서 나또한 결혼과함께 남편과도 리니지게임하며 그때왜 nc주식을안샀을까 하는후회와함께 타미써니,타미삼촌 으로 살았던 세월에 흐름이 남편과저도 리니지와함께 성장해온느낌입니다. 결혼12년만에 아들이태어나고 부터 못하다가 핸드폰으로 할수있어서 다시시작한답니다. 그시절 옛생각에 젖어드네요~...
전체 리뷰",5
947,2020-11-24,"솔직히 적당히만 하면 도박은 아닌 게임이긴 함 다만 택진 사장이 미친 듯이 유저들 주머니 노리고 과금유도 하고 있으며, 패치도 가끔 이해가 안가는게 많음, 그리고 제일 문제가 많은게 다른 게임과 차별화 한거 같으면서 같은 '아인하사드'와 '용옥'... 결국 매달 55000원 계정비 내라는 건데 그건 pc 리니지보다 계정비가 더 비쌈, 템 값도 전설템들 개비싸고 희귀도 쓸만하면 현찰 100만원정도임 적당히란 개념이 6~7검에 4~5셋임... 말그대로 서민... 영변과 영인 얻으려면 최소 86렙 되야함 그것도 요정만 영인까지 풀셋 가능...
전체 리뷰",3
948,2020-11-25,환불처리 해주시면 감사하겠습니다 이천 다이야 잘못클릭으로 구매 진행이 되었습니다.,4
949,2021-2-2,업데이트하라고해서 했는데 게임 실행은 안되고 계속 반복적으로 업데이트하라고만 뜹니다. 지웟다 다시 깔아도 마찬가지구요.폰을 껏다켜도 다르지않습니다. 왜 이런겁니까?,1
950,2021-2-24,게임은 출시후 일주일해보고 접었지만 가끔 유튜브로 보는데 은수저들 이상만 수십억씩 과금하는 맛으로 즐기기에 이만한 게임도 없다 단언합니다 필드에서 핵과금러들에게 이유불문 쳐맞고 죽었다고 징징거려봐야 더찌질해보입니다 억울하고 분해 티도 안나는 과금질해봐야 패가망신하니 접는게 좋죠,5
951,2021-1-14,밸런스 붕괴 캐쉬템을 제멋대로 팔아제끼고 돈맛을 본 진택이는 더욱더 강하게 팔아제껴. 양아치는 진택에게 돈을 상납하고 템을 받아가서 사람들을 후두려 패 내 다시는 씨엔게임하면 사람이 아니다!!!,1
952,2021-1-14,"시련던전 버그베어보물상자,개미굴알까기 와 그런류의 동굴맵만가면 자꾸 튕깁니다. 암흑기사9렙에 퀘하는 맵이 그런류라 접속하면 바로튕겨대서 할 수 가 없음 이거 대체 뭐져?",3
953,2021-1-14,개인거래 언제생겨요? 다른M들은 거의 다 있던데.... 3년을 했는데 아직도 미구현?,1
954,2021-1-14,이게임은 별 한개도 줘서는 안됨. 초창기 드다때문에 스트레스받아 접엇다가 한 1년지낫나 재접속하니 불법프로그램으로 인한 영정. 들어간적이 없어서 문의를 햇으나 영정한후 1주일전에 문의해야 답변을 준댄다. 아니 시ㅂ 그럼 게임접어도 1주일마다 접하라는소리인가? 엔씨는 그냥 한동안 미접속케릭이면 영정때리고 자동잡은거마냥 공고를 때리는업체같음. 결국 초반에 긁엇던 몇십만원은 증발 다시 말하지만 별점 한개도 아까움,1
955,2021-1-29,다운로드 대기중에서 진행이 되지 않습니다. 지난번 업뎃부터 그러네요 삼성 갤럭시스토어에서 받아서 하고있는데 구글플레이 스토어에서 다시 받아서 하고싶은데 설치진행이 되지않습니다 왜그런가요?,1
956,2021-1-29,기기등록할 때 문자른 보냈다고 하는데 문자가 안오네요. 재발송 눌렀다가 횟수초과라고 이제 되지도 않고. 어쩐데요.?,1
957,2020-12-16,"다좋은데.,오늘업뎃이후 접속이 안되는데요... 게임접속하면 마켓가서 업뎃하라하고 마켓에선 이미 설치되잇단 말뿐 계속 반속이에요",3
958,2021-2-27,"게임잘하고잇는데요 30분전 33000원(빛나는아데아상자패키지)구매햇는데 못받앗습니다 -,-.그후55000원2000다야반지패키지구매햇구요 33000원(빛나는아데나상자패키지)결제된거 못받은거 결제 취소부탁드립니다",5
959,2021-2-28,개 10 이틀전에 깔았는데 점검끝나고 바로 접속해도 전서버 생성제한이네. 작업자들 정리좀하고 신규유저 겜은 하게해야하는거 아니냐? 서버를 빠르게 늘리던가18 오픈한지가 언젠데 신규유저는 아예 겜도 하지말란말이냐 개10같은 nc...,1
960,2021-2-14,확실히재밋어요. 그치만 캐쉬아이템이 일주일단위로나오는건. 너무가혹하네요 한달에한번식도아니고 한달에한번이면 그래도 심리적압박은 덜할꺼같아요 스킬자체를너무 안주다보니까 게임을 접는유저도 다수고 이벤트는 가끔은 혜자를하긴하지만 그것또한 현질을 부르는건 너무하다고 생각합니다 어릴적하던 게임에 향수를 찾아오는 연어같은 유저들 배려를 조금더 해주셧으면합니다,4
961,2021-2-14,핸드폰 모델이 LG G7+로 최신형에 속하는 폰인데 왜케 렉이 심하죠? 3주전 쯤인가 정기점검 이후로 그런거같아요 기계문제일리는 없는거 같은데 게임을 도저히 할 수가 없을정도에요,4
962,2021-2-6,노트8유저인데 한5일전 패치이후 게임이 5분~20분 이내 렌덤으로 계속 팅겨서 할수가없습니다. 호환성 확인하면서 패치를 하는건지 의심스럽네요,1
963,2021-2-2,리니지m 일본서버도 해봤는데 일본서버는 운영 엄청 잘 합니다 매크로들 들어와도 바로 다 정지 걸어버려요 아주 쾌적 합니다 그리고 혜택도 많아요 한국서버는 자국민이 하는 서버인데 완전 호구 취급입니다 대놓고 매크로 써도 잡아가질 않아요 사냥 하기가 힘드네요 운영을 조금 더 신경 써주세요,1
964,2020-11-29,그냥뭐 맘놓고 가볍게 겜하면 돈안들이고 그냥 할수 있음. 근데 언제부터 인가 이벤트가 이벤트 답지도 않고 현질하는게 이벤트라는 한글 모르는 집단인거 같음 자동들은 판을 치고 현질 은 기본적으로 100만원부터 시작해야한다고봄,1
965,2020-11-29,ㅋㅋㅋㅋㅋ 웃기지도않어 현질 없이는 게임자체가 불가 드래곤다야는 솔직히 사냥만으로 노력만으로 수급가능해야하는거아닙니까? 드다만드는 보석을 일정사냥터에서 드랍돼게끔 하시던지 않그래도 헬아이템드랍인데 언제 주어서 팔아서 드다를 수급합니까? 하루에 아이템 4~5개가 끝인데 드다값은 몇십개들어갈거같은데 아이템주은값은 드다하나도 못사니..현찰주고는 바로사지고 이게 게임입니까? 나머지템이야 찬찬히 맞춰간다해도 아인이라도 해결을합시다,1
966,2021-2-11,게임은 재미있으나 운영 및 관리가...벨런스는 무너진지 오래됬고 업데이트 때마다 반복되는 실수와 버그들 그리고 그걸 고치려고 계속되는 점검들...보통 회사였으면 담당자는 중징계 감인데 과연 어떻게 되셨을런지..,3
967,2021-2-12,이실로테섭 나온다고 해서 사전예약 다해뒀는데 막상 게임 할려하니 서버에 케릭 생성제한떠서 생성도 못해봤네요 아무리 사람이 몰려도 케릭생성 제한은 풀어주는게 맞지않나요? 이럴거면 머할려고 사전예약 하라고 한건지 참;;;,1
968,2021-1-27,리니지M은 무과금러들도 재미있게 즐길수있는 혜자겜입니다!!,5
969,2021-1-28,참 재미있긴한데..... 확률........암걸리겠네요.....재미는 있어요~게임사도 먹고살아야되는건 인정하지만 너무 과금으로만 유도 하지말고~적당선을 찾으시길 바랄 뿐입니다.,4
970,2021-1-11,추억을 떠올리며 시작했지만..나도 컸고 게임도 발전을 했구나..사탕하나에 좋아하던 내가 명품을 좋아하게 된만큼..게임도 그렇다..옛생각에 머물머 무과금러로 굽신거리던지.. 과금러로 큰솔 치고 이름 날려보시던지~~ㅋㄷ,3
971,2021-1-11,전화가 안되서 문의드립니다. 저는 리니지모바일을 이용하다가 접은 장기 미사용 중인 사람입니다. 그런데 20만원이 넘는 금액으로 결제했다고 문자가 왔습니다. 환불조치와 방법을 알려주세요,1
972,2020-12-12,노트5인데 접속이 잘 되다가 안되요 접속하면 자꾸 마켓에 새로운버전이있습니다 업데이트 하세요라고 계속 나와요 업데이트 했는데 자꾸 뜹니다 삭제하고 다시 깔아도 저멘트가 계속 나와요 해결해주세요,3
973,2020-12-13,자꾸 서버가 끊긴다고? 이런식으로 나오고 별로 맘에 안 들어요....들어가자마자 연결이 끊긴?와이파이 멀쩡하고 데이터도 멀쩡한데 그러니까 조금....그렇네요,1
974,2021-1-29,사전예약하면 기다렸다가..시작한 겜..아직..컨트롤도 어렵고..조금 더 해봐야 재미를 느낄수있을거같네요..퀘스트하면서 작동법을 익혀야할듯..,4
975,2021-1-29,상점이용이 안되요... 들썩이는 지하세계나 아덴대륙으로에서 퀘스트하고 이용이 가능하다고 하는데 어떻게 하는지 방법이 안나와 있어요... 확인 부탁드립니다,1
976,2021-2-24,3만3천원짜리 아툰의 상자 결재했다가 아직 받지도 않았고 다른계정으로 결재하던거를 이걸로 결제해서 취소하고 다시할려고했더니 구글에서 못해주겠다네 48시간도 안됬는데 왜안된다는겁니까? 다른계정으로 결재하고 싶다는데 취소하고 해주면안되나 게임 질리게하네 진짜,1
977,2021-2-24,이실로테 이벤트 참여했는데 상급 변신 뽑기가 안되고 자꾸 멈처서 다시깔기를 몇번..점검후 들어가보니 상급 변신뽑기는 없어지고 결국 못받았네요...다이아1개 들어가는줄알고 3천3백원짜리 다이아도 구매했는데...이거 보시는데로 답변 부탁드립니다..오늘 게임깔고 지우느라 게임도 못했네요...,1
978,2021-1-17,현질유도겜임 사냥 아무리해도 템? 먹는건 하늘의 별따기 식이고 유료아이템 안쓰면 방어력? 100?못넘기고 공격력도 마찬가지임 거기에 유료템 구입해도 강화를 해야되는데 반지 인장 귀걸이 이런템들 몇십만원 들여도 4강이상 뛰우기 힘듬,1
979,2021-1-18,업데이트 하고 나면 왜 꼭 아이패드는 접속 후 팅김 현상이 발생 하는지 도무지... 계속해서 접속해도 접속 후 마을에서 팅겨 버림... 아우 빡쳐~~~~~~,1
980,2021-1-29,과금유도는 세계최고 이벤트당첨 사은품 지급은 몇달이 되도 순차배송이라는 말로 지급하지않음. 밸런스 따위없음 신캐가 최고에 한달에 패키지만 200만원어치 내놓음 양심있냐?? 너네가??,1
981,2021-1-29,처음 아이디 만들고.각기다른 종류의 케릭을 선택했을때 어떻게해야 혈맹원들과채팅.아이템구입.기타등등 자동으로 알려주는 시스템 알려주셨으면 합니다.무과금 유저이지만 간만에재미를 느끼네요~?,3
982,2021-1-12,2주년 이벤트로 복귀했지만 결국엔 다시 접게되네요 아인하사드 감당 할수가 없네요 하루에 주는 아인 다 받아도 길게해봐야 5시간 하면 끝나니 뭔 게임을 하는건지 작업장이 된건지 자괴감 들어서 다시 지르고 떠납니다 차라리 정기결제를 하고 아인시스템을 없앴으면 하는 아쉬움이 남네요 수고하세요,1
983,2020-11-24,이거지금 두번째! 내 계정으로 들어갓는데 다사라져버리면 여태까지 돈투자한것도 다날라가고 이거 완전 깡통 아이디로 바껴있는데 이거는 어찌 보상해줄껀지 빠른 답변 쓸때없이 무슨 복구해준다고 아이디로 안에 있는캐릭이니 아이탬이니 알려달라고 그딴소리하지말고 답변 빨리!,1
984,2020-11-25,계속 업데이트 하라고해서 받았는데 계속 계임 화면으로 전환안되고.. 재설치해도 마켓에서 구매싸라 하면 받아도 멍때리고... 모야 이거...,1
985,2020-12-9,갤럭시탭s3사용자인데요 이번업데이트이후 상태창이나메뉴창열었을때렉이너무심해서 게임하기너무불편하네요 핸드폰으로할때는멀쩡한데 테블릿이고장난거같지는않고해결방법좀알려주세요 리니지하려고테블릿산건대 지금많이후회가되네요,5
986,2021-2-10,장난하나여? 현금거래 할줄도모르는구만 정지? 일을 하는건지 아님 놀기만하는건지 현질 다해놓으니까 정지시키네 ㅡㅡ 리지지 과금이 적은돈도 아니구만 확인도 안하고 정지만 때리는구만 그렇다고 뭐 보상을해줘 뭘해줘 죄송하다고 하고 또 끝이겠지...,1
987,2020-10-14,거의 쓰레기 게임이라고 볼수 있네요 게임인데 현금 없이는 할수없는 컨텐츠가 많네요 게임머니로 다이아 바꿀수 있는 시스템만 도입되어도 게임이라고 불릴수가 있을텐데 이건 뭐.... 주객전도네요 처음하시는 분들은 안하는걸 추천합니다,1
988,2020-10-14,과금유도는 포기했습니다.. 이익을 남겨야되니 그럴수 있을거라고 백번양보합니다.. 근데 모바일 게임이 폰으로 겜을 못합니다 갤s8인데 렉이 심해서 공성 못합니다,2
989,2021-3-8,이 싀바럼들아 돈만 쳐벌생각하지말고 렉이나 고쳐라 어찌된게 9월5일 패치 후 렉이 개쩌냐? 렉은안고치고 캐쉬문제만 종나 빠르게 고치냐? 렉부터 고치고 돈 빨아묵던말던 해라 썩을놈들아 문의해도 똑같은 답변만 주구장창하지말고 ㅡㅡ 하여간 nc놈들 주머니 털생각만하는건 전세계 1등이여,1
990,2021-3-9,매크로 인정 안잡는건 엔씨에서 안하는거 옷하는게 아니라 안하는게 맞음 그리고 시던 텔은 원래 무작위라 그런거임 랜덤 이라 엔씨에서도 딱히 잡을생각없음 고로 패스 그리고 유저간 pvp 요청 수락 이건 그냥 싫은사람이 나가는게 답이네 이게 리니지 대표 켄텐츠인데 시르면 나가야지ㅋㅋ 답글로 못 쓰는게 안타깝네 ㅋㅋ,5
991,2021-1-17,뭐 평가를 받을만한게 있을것도 없으면서 시도때도없이 업데이트하라면서 링크는 거지같이 걸어놔서 수동으로 구글와서 업데이트해줘야하고 1도 도움이 안되면서 현질유도 쩜,1
992,2021-1-18,1200다이아를 결제 했는대 들어오질 않네요 설정에서 리니지m강제종료후 재접속해봐도 안들어와있어요,5
993,2020-11-29,바스타드 10채널하고있는플레어입니다 . 부케에서 돈 30만원 을 창고에 넣고. 다른캐릭터로 옮겼는데 30만원이 사라졌어요. 재접속을해도 없고요. 그래서 본캐에있던 돈을 다시창고에넣었다가뺐는데도 없어요 어떻게된건가요. 물약값도없어서 사냥도못하고 피도없고. 사냥을못해요. 해결하는데도없고 어디다가문의해야하나요,5
994,2020-11-29,"처음에 신랑이먼저 시작했고 신랑이 부케를 게스트로 키우던걸 재밌어보여 폰에 계정등록하고 나의본케릭으로 잘키우면 신랑과 같은혈에 들어가고 혈모임도하면서 혈군주도 이양받아 정말 재밌게 했습니다.군주이다보니 혈원과 레이드도 하고 열심히하다보니 아이템도 좋은걸 먹게되고~다야벌이도하고 신랑업할수있게 뒷바라지?도하며 저도 업하고 혈원에게도 조금 저렴하게 아이템도 팔면서 혈을 이끌고있는데...작업장케릭이라며 정지를 먹었네요.바로 재조사 요청하고 문의도하면 지금까지 기다린게 8개월이 넘었어요.지뿔에지쳐서 계정포기하게 만들려고 하는건지...정말 재...
전체 리뷰",1
995,2021-2-7,테블릿이나 휴대폰으로 할때 하루에 수십번씩팅긴다 잣같다 왜 컴터로하면 아예안팅기는대 휴대폰v40 테블릿 텝s2인대 몇달전부터 팅기는 횟수가 점점 증가하더니 이젠18 걍 자동 플레이시켜놓고 잠깐 같다오면 여지없이팅긴다 서버와접속이 끈어졋습니다 컴으로 할땐 안팅기는대 혹시나 싶어서 친구 겔노9로해봐도 팅기고 걍 휴대기기로 하면 길게는 몇시간 짧게는 몇분단위로 서버와접속이 끈어졋습니다 뜬다 이른증상이 한두명이 아니라 졸라많은걸로아는대 좀 고치소 돈빠라가면 그만큼좀 빨리빨리좀 고치소,1
996,2020-12-23,케릭이 사라졋 습니다 과금했는데 과금케릭사라짐,2
997,2021-1-27,내인생에 진짜 최고의 게임이다. 너무나 잘만들어졌다. 학창시절에 리니지의 추억 최고다 정말. 그러나 돈없으면 못하는게임 정말이지...질린다 그럼에도 아직 지우진 못하고 있는게임....너란녀석... 현질 아님 즐기지도 못하는게임이기에 너무 아쉽다... 내인생 게임으로 남겨두고 이젠 잊을란다...안녕 리니지,1
998,2021-1-27,"이제는 소과금 무과금 유저는 게임하기힘듬.. 1 , 아인 이라는 문제점.(월정액 비슷한거 생김) 2 , 드랍확률 개 극 혐 (내 기준으로 다른게임들 보다 진짜 개 극혐임 안나와 너무안나와 확률 진짜 무슨 답도없는듯 모든 장비 및 주문서 현질화된? 악세 및 컬렉션 <<<<해보세요 지갑순삭됨) 3 , 매크로 천국 (작업장 정리안함) 4 , 변신 및 인형(꾸준히 하면 뽑기및합성으로 영변,영인 먹을수있고 영변은 렙80 달성시 주는데 무과금유저는 80찍는데 1년(이상) 투자해야함) 새로하시는분들은 돈투자하꺼면 해보세요 다른게임들에 비해 돈이...
전체 리뷰",1
999,2020-9-18,나의 캐릭터의 움직임이 너무 답답합니다. 클릭 하면 바로 바로 반응 해주었으면 좋겠는데 옛날 감성 건드리려고 그런건진 모르겠지만 답답해요 서버 더 늘려주셨으면^^ 사냥터를 활쟁이들이 싹쓸이해요 기사도 활 들 수 있는지는 모르겠지만 활을 얻어본적이 없어서 칼로만 퀘스트 몬스터 잡고 다녔는데 활쟁이들이 제가 타겟팅한 몬스터 먼저 잡고 내 캐릭터는 닭 쫒던 개 마냥 멍하니 쳐다만 보고 있고..ㅠ 개 슬퍼 나름 제가 원하던 게임이라 애용하곤 있으나 좀 그렇네요,2
1000,2020-9-20,어려운게임을 어렵게 만들고 경쟁으로 남은게임을 무한하게 경쟁하게 하며 빈부는 더욱더 심화 되고 있다 알면서 방치해두고 있고 모르게 유저들이 떠나고있다. 추억을 보정 받고 싶으면 차라리 유튜브로 가서 다른걸 보세요.,1
1001,2021-1-14,야! 이것들아 서버접속끊김현상이 무한이다. 어제 18시부터 그지같은 섭 하나 만들어놓고 소비자 우롱하냐 뭘 넘어가야 겜을 할거 아니냐 그지같은 릴리 대화중에 무한팅김 왠만해선 안쓰는데...,4
1002,2021-1-14,"매크로는 잡지도 않고 일반유저는 작업장이라고 계정정지 시키고, 뭔가요?",1
1003,2021-1-19,"게임 다시 시작하려고 접속 했더니,,,,,서버마다 신규케릭 생성제한이 걸려있어서 서버에 들어가지도 못하고 접속을 끈었네요 너무한거 아닌가요 최소한 몇개의섭은 케릭 생성을 하게 해주셔야 하는거 아닌가요? 전섭을 모두다 제한을 두시면 이건 게임을 하지 말라는거 아니니가요? 제한 해제 해 주세요 단 몇개의 섭만이라도요",2
1004,2020-12-6,"현금 없으면 못하는 게임^^ 무과금, 소과금은 그냥 자동돌리고 탬 조금씩 맞춰가는 재미 정도나 가능할까? 신규 유저에 대한 배려도 없음!! 근데 왜 계솓 하는지 나도 모름...",1
1005,2020-12-6,월보하고 마을로 귀환할때 동시에 사람이 몰리니 움직이지도 못하고 각가 들어간 마을 귀환 시키면 좋겠고 현질유도 적당히 체력약음 왜 못바꿈 고급약튼 클릭해서 먹어야하는이유는,3
1006,2020-12-12,월 1회 구매가능한 드래곤패키지 5.5만원짜리 구매했는데 결재오류 발생해서 다시한번 시도하니 또 오류 발생함 그후 카드사에서 결재 내역만 두번 오고 상품은 지급 안되었습니다. 결재 취소 해주세요.,3
1007,2021-1-4,오류가 계속 떠요..암흑기사 해야되는데 자꾸 오류가떠서 다음단계로 미션을 못깨는데 이것좀 고쳐주세요 쫌!!!!!!!!!!!!! 상점들어가서 엑스누르고 카드를 누르라는데 그걸 어떻게 누르라는건지 참 ㅡㅡ 오류좀 빨리 고쳐주세요,2
1008,2021-1-5,확률형 아이템 제작으로 과도한 과금 유도로 유저들이 많이 떠나고 있습니다. 근본적인 대책 강구 바랍니다. 감사합니다.,3
1009,2021-2-12,안녕하세요 이번에 암기나오면서 복귀를 했는데 기존계정을 사용해서 복귀하다보니 예전1섭에서 구입한 1주년 기념반지를 이섭에서는 구할수가 없네요 신섭에서도 1주년 기념반지를 재구입할수 있도록 해주세요 컬랙션을 못해서 스트레스받아요 제발 부탁드립니다 가능 유무 꼭 피드백바랍니다,3
1010,2021-1-14,일주일 하고있는데 역대급 쓰레기 게임 아덴을 아무리 벌어도 약값하면 그대로임 어쩔때는 약값도 부족함 퀘스트는 노가다 캐릭 때문에 진행도 못하고 중간에 퀘스트가 막힘 무과금은 아덴 1원도 이득이 안생김 돈 안쓸 애들은 그냥 시작도 하지 않는게 좋다,1
1011,2021-1-14,진짜 자동들 졸라 많음!! 해결 방안이라는게 해방되 대정령인데 열심히 돌아다니는 자사만 죽는 실정 이네요 ㅋㅋㅋ 거기다 이제 자동들은 그냥 재자리 움직이지도 않고 사냥중 ㅋㅋ 어는순간 맵을 벗어나서 뒤지는 아주 기똥찬 게임이 되가고 있네요 !!,1
1012,2020-12-22,병.신들아 느그들이 과금을 하니깐 김.택진이가 유저를 봉으로 보는거다 멍.청한넘들아 뻔히 모르겠냐 돈에 환장한 김.택진이를 모르겠냐고... 이깟 핸폰 게임을 돈으로 이길려고 과금하는 병.신 들이 죽어야지 불쌍한것들 이게임 망했어 병.신들아 야 김.택.진~~ 캬아아악~~~~ 퉤~~!! 이거나 받아 쳐먹어라 몸에 좋은기다 ㅎㅎ,1
1013,2020-12-23,프로그램 쓰는유저 혹은(작업장) 왜 안잡나요? 잡아달라고 엄청 많은 유저들이 계속 말을 하는대 아무런 답변도 없으시고 그냥 방치하시나요? 서버당 1명식만이라도 직접 눈으로보고 확인하는 사람만 있어도 절반이상이 사라질건대 너무하시네요 빠른 해결종 부탁드립니다.,1
1014,2021-1-9,"말그대로 개노가다 개현질만 필요한 게임. 템들도 비싸지만, 아인하사드의 축복이라는 뭣같은 시스템 때매 더 골때림. 섭 새로생기는데 아닌이상 지금 시작하면 이미 늦었다고 봄.",1
1015,2021-1-31,과금유도가 너무심해 핵과금 아니면 들러리 게임임,1
1016,2021-2-1,사람이많아서 그런지 튜토리얼중 변신카드를 사서 사용하는부분에서 렉이걸려 제접속을하니까 바로 메인퀘로 사냥하는거로 넘어가 있더라고여 그래서 상점을누르면 퀘스트를 수행하지않아서 이용할수없다는데 어떻게해야하나요??,3
1017,2021-1-13,어이가 존온나 없다 무과금 유저라 소소하게 6검4셋 맞추고 놀려고 매너모드키고 사냥 하는데 그냥 벌레죽이듯 죽여된다 신섭 사람 많아서 시골섭에서 조용이 할려니 장비좀 있다고 신규 유저 개벌레 취급하네요 과금하실분들만 하세요 신규유저 보호따위는 진작에 개나줘버린 NC입니다,1
1018,2021-1-29,아니.아침까지 멀쩡히 돌아가던 폰들이 팅겨있어서 접속할라니까 전부 오류메에지만 뜨고 암것두 안대네요.폰을 껐다켜도 그렇고 지웠다깔아도 안대고 머 어쩌라는겁니까?아인도 받아야는데 되지도안고,1
1019,2021-2-8,"메크로 정리 고의로 안하는 이유가 뭔가요? 내가 직접 잡아도 한섭에 2~3일이면 끝날거 같네요. 멍청한 운영아닌가요? 케레니스 서버 같은경우 신규케릭터 생성이 안되는 상황이고, 기존에 하던사람들만 부케로 놀던가 계속 하던가..물이 썩어가서 이젠 드러워지는 상황인데, 신규유입으로 활성도를 높이는게 더 효율적인거 같은데 아닌가요? 계정거래 유도하시나요? 메크로 사무실들만 정리하고 신규케릭터 생성가능하게 하면, 신규유입 좋아질건데...신규유입되면 채팅창에도 새로운 바람이 불거고, 활성도 높아지고, 사냥할곳도 많아지니 자사돌리는거 좋아하는...
전체 리뷰",1
